"Enterprise";"DnsName";"SysDescr";"SysObjectid";"SysUptime";"SysContact";"SysName";"SysLocation";"IfNumber";"IfDescr";"IfSpeed";"IfIndex";"IpForwarding";"IpAdentAddr";"IpAdentIfIndex";"IpAdentNetMask";"IpRouteDest";"IpRouteIfIndex";"IpRouteNexthop";"IpRouteType";"IpRouteMask";"CommunityGet";"Note";"Label";"Label2";"Label3";"RouteComment";"FtpText";"SmtpText";"HttpText";"Pop3Text";"TelneTtext";"Cust1Text";"Cust2Text";"Cust3Text";"Cust1PortText";"Cust2PorTtext";"Cust3PorTtext";"Cust1PortNb";"Cust2PortNb";"Cust3PortNb";"ARPMacAddr";"MacEnterprise";"TcpPorts";"FirstTime";"LastTime";"SmtpAddr";"MacAddr";"NetbiosName";"NetbiosDomain";"SnmpMacAddr";"SnmpNetbiosDomain";"NbNetbiosname";"NbDomainname";"NbVersion";"NbMacaddress";"NbAdaptertype";"WmiMacaddr";"WmiIpaddr";"WmiCol01";"WmiClass01";"WmiValue01";"WmiCol02";"WmiClass02";"WmiValue02";"WmiCol03";"WmiClass03";"WmiValue03";"WmiCol04";"WmiClass04";"WmiValue04";"WmiCol05";"WmiClass05";"WmiValue05";"WmiCol06";"WmiClass06";"WmiValue06";"WmiCol07";"WmiClass07";"WmiValue07";"WmiCol08";"WmiClass08";"WmiValue08";"WmiCol09";"WmiClass09";"WmiValue09";"WmiCol10";"WmiClass10";"Wmi Value10";"WmiCol11";"WmiClass11";"WmiValue11";"WmiCol12";"WmiClass12";"WmiValue12";"WmiCol13";"WmiClass13";"WmiValue13";"WmiCol14";"WmiClass14";"WmiValue14";"WmiCol15";"WmiClass15";"WmiValue15";"WmiCol16";"WmiClass16";"WmiValue16";"NetNumber";"IPAddress";"Type";"SendAlerts";"Locked";"Timeout";"Monitored";"UseTimeout";
"";"bogon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"172.20.21.1";"bogon";"";"";"";"";"";"";"";"";"";"";"Imap4";"";"";"143";"";"";"00-1C-54-6A-AA-2C";"";"80 8080";"05/25/17 09:25:09 AM";"05/25/17 09:25:09 AM";"";"00-1C-54-6A-AA-2C";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"172.20.21.1";"1";"0";"0";"250";"1";"0";
"";"bogon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"172.20.21.2";"bogon";"";"";"";"";"";"";"";"";"";"";"Imap4";"";"";"143";"";"";"D4-BE-D9-94-8D-F4";"";"";"05/25/17 09:25:23 AM";"05/25/17 09:25:23 AM";"";"D4-BE-D9-94-8D-F4";"PC-20150626OTOJ";"WORKGROUP";"";"";"PC-20150626OTOJ";"WORKGROUP";"3.0";"D4-BE-D9-94-8D-F4";"“‘Ã´Õ¯  ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"172.20.21.2";"2";"0";"0";"250";"1";"0";
"";"bogon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"172.20.21.9";"bogon";"";"";"";"";"";"";"";"";"";"";"Imap4";"";"";"143";"";"";"F0-DE-F1-BC-CD-71";"";"";"05/25/17 09:25:36 AM";"05/25/17 09:25:36 AM";"";"F0-DE-F1-BC-CD-71";"AS43J8TFBZSAKEB";"WORKGROUP";"";"";"AS43J8TFBZSAKEB";"WORKGROUP";"3.0";"F0-DE-F1-BC-CD-71";"“‘Ã´Õ¯  ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"172.20.21.9";"2";"0";"0";"250";"1";"0";
"";"bogon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"172.20.21.11";"bogon";"";"";"";"";"";"";"";"";"";"";"Imap4";"";"";"143";"";"";"68-F7-28-CD-28-33";"";"";"05/25/17 09:25:46 AM";"05/25/17 09:25:46 AM";"";"68-F7-28-CD-28-33";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"172.20.21.11";"1";"0";"0";"250";"1";"0";
"";"bogon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"172.20.21.13";"bogon";"";"";"";"";"";"";"";"";"";"";"Imap4";"";"";"143";"";"";"F4-8E-38-A7-94-F8";"";"";"05/25/17 09:26:01 AM";"05/25/17 09:26:01 AM";"";"F4-8E-38-A7-94-F8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"172.20.21.13";"1";"0";"0";"250";"1";"0";
"";"bogon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"172.20.21.16";"bogon";"";"";"";"";"";"";"";"";"";"";"Imap4";"";"";"143";"";"";"90-B1-1C-65-31-CC";"";"3389";"05/25/17 09:26:17 AM";"05/25/17 09:26:17 AM";"";"90-B1-1C-65-31-CC";"SHINA";"WORKGROUP";"";"";"SHINA";"WORKGROUP";"3.0";"90-B1-1C-65-31-CC";"“‘Ã´Õ¯  ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"172.20.21.16";"2";"0";"0";"250";"1";"0";
"";"bogon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"172.20.21.18";"bogon";"";"";"";"";"";"";"";"";"";"";"Imap4";"";"";"143";"";"";"90-B1-1C-74-82-23";"";"";"05/25/17 09:26:27 AM";"05/25/17 09:26:27 AM";"";"90-B1-1C-74-82-23";"XURANRAN";"WORKGROUP";"";"";"XURANRAN";"WORKGROUP";"3.0";"90-B1-1C-74-82-23";"“‘Ã´Õ¯  ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"172.20.21.18";"2";"0";"0";"250";"1";"0";
"";"bogon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"172.20.21.25";"bogon";"";"";"";"";"400 - Bad Request";"";"";"";"";"";"Imap4";"";"";"143";"";"";"00-90-0B-28-8F-18";"";"80";"05/25/17 09:26:39 AM";"05/25/17 09:26:39 AM";"";"00-90-0B-28-8F-18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"172.20.21.25";"3";"0";"0";"250";"1";"0";
"";"bogon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"172.20.21.33";"bogon";"";"";"";"";"";"";"";"";"";"";"Imap4";"";"";"143";"";"";"F4-8E-38-A7-94-FB";"";"";"05/25/17 09:26:57 AM";"05/25/17 09:26:57 AM";"";"F4-8E-38-A7-94-FB";"RZX-PC";"WORKGROUP";"";"";"RZX-PC";"WORKGROUP";"3.0";"F4-8E-38-A7-94-FB";"“‘Ã´Õ¯  ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"172.20.21.33";"2";"0";"0";"250";"1";"0";
"";"bogon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"172.20.21.39";"bogon";"";"";"";"";"";"";"";"";"";"";"Imap4";"";"";"143";"";"";"90-B1-1C-65-25-20";"";"80";"05/25/17 09:27:09 AM";"05/25/17 09:27:09 AM";"";"90-B1-1C-65-25-20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"172.20.21.39";"1";"0";"0";"250";"1";"0";
"";"bogon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"172.20.21.43";"bogon";"";"";"";"";"";"";"";"";"";"";"Imap4";"";"";"143";"";"";"90-B1-1C-74-9D-77";"";"";"05/25/17 09:27:25 AM";"05/25/17 09:27:25 AM";"";"90-B1-1C-74-9D-77";"DUANLIHUA-PC";"WORKGROUP";"";"";"DUANLIHUA-PC";"WORKGROUP";"3.0";"90-B1-1C-74-9D-77";"“‘Ã´Õ¯  ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"172.20.21.43";"2";"0";"0";"250";"1";"0";
"";"bogon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"172.20.21.44";"bogon";"";"";"";"";"";"";"";"";"";"";"Imap4";"";"";"143";"";"";"90-B1-1C-65-2F-1C";"";"";"05/25/17 09:27:35 AM";"05/25/17 09:27:35 AM";"";"90-B1-1C-65-2F-1C";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"172.20.21.44";"1";"0";"0";"250";"1";"0";
"";"bogon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"172.20.21.47";"bogon";"";"";"";"";"404 - ’“≤ªµΩŒƒº˛ªÚƒø¬º°£";"";"";"";"";"";"Imap4";"";"";"143";"";"";"F4-8E-38-A7-C7-D8";"";"80";"05/25/17 09:27:51 AM";"05/25/17 09:27:51 AM";"";"F4-8E-38-A7-C7-D8";"RZX-WINDOWS7";"WORKGROUP";"";"";"RZX-WINDOWS7";"WORKGROUP";"3.0";"F4-8E-38-A7-C7-D8";"“‘Ã´Õ¯  ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"172.20.21.47";"2";"0";"0";"250";"1";"0";
"";"zhangyw-PC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"172.20.21.49";"zhangyw-PC";"";"";"";"";"";"";"";"";"";"";"Imap4";"";"";"143";"";"";"F4-8E-38-A7-91-9C";"";"";"05/25/17 09:28:00 AM";"05/25/17 09:28:00 AM";"";"F4-8E-38-A7-91-9C";"ZHANGYW-PC";"WORKGROUP";"";"";"ZHANGYW-PC";"WORKGROUP";"3.0";"F4-8E-38-A7-91-9C";"“‘Ã´Õ¯  ";"";"172.20.21.49 - fe80::a5c1:9c87:4b9a:473d";"Manufacturer";"Win32_ComputerSystem";"Dell Inc.";"Manufacturer";"Win32_BaseBoard";"Dell Inc.";"Version";"Win32_BIOS";"DELL   - 1072009";"SerialNumber";"Win32_BIOS";"9503JD2";"StandardName";"Win32_TimeZone";"÷–π˙±Í◊º ±º‰";"√˚≥∆";"Win32_Processor";"";"MaxClockSpeed";"Win32_Processor";"3201";"TotalPhysicalMemory";"Win32_ComputerSystem";"4171677696";"Caption";"Win32_DisplayConfiguration";"Intel(R) HD Graphics 530";"√˚≥∆";"Win32_LogicalDisk";"";"√Ë ˆ       ";"Win32_LogicalDisk";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"172.20.21.49";"2";"0";"0";"250";"1";"0";
"";"bogon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"172.20.21.50";"bogon";"";"";"";"";"";"";"";"";"";"";"Imap4";"";"";"143";"";"";"F4-8E-38-A7-CA-39";"";"";"05/25/17 09:28:14 AM";"05/25/17 09:28:14 AM";"";"F4-8E-38-A7-CA-39";"";"";"";"";"";"";"3.0";"F4-8E-38-A7-CA-39";"“‘Ã´Õ¯  ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"172.20.21.50";"2";"0";"0";"250";"1";"0";
"";"bogon";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"172.20.21.51";"bogon";"";"";"";"";"";"";"";"";"";"";"Imap4";"";"";"143";"";"";"A8-15-4D-8D-4D-B5";"";"";"05/25/17 09:28:24 AM";"05/25/17 09:28:24 AM";"";"A8-15-4D-8D-4D-B5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"172.20.21.51";"1";"0";"0";"250";"1";"0";
